,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,NoRidge,NridgHt,VinylSd,VinylSd.1,Stone.2,PConc
1004,7,2005,2006,16,4,4,1,6,16,1346,5,1504,0,1504,2,4,7,1,4,5,3,2,457,156,0,0,0,1,1,0,1
1005,5,1977,1977,220,4,4,3,6,595,985,3,985,0,985,2,3,6,0,0,5,1,1,328,210,0,0,0,0,0,0,0
1006,6,1970,1970,0,3,4,1,2,1237,1657,4,1657,0,1657,2,3,7,1,3,5,1,2,484,0,0,0,0,0,0,0,0
1007,4,1970,1970,0,3,3,1,4,273,546,3,546,546,1092,1,3,6,0,0,5,2,1,286,238,0,0,0,0,0,0,0
1008,7,2004,2005,108,4,5,2,1,0,1710,5,1710,0,1710,2,4,7,1,4,5,3,2,550,100,48,0,0,1,1,1,1
1009,5,1926,1950,0,3,3,1,1,0,1008,5,1008,0,1522,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,5,1948,1950,0,3,3,1,1,0,720,3,720,551,1271,2,3,7,1,4,5,1,1,312,0,0,0,0,0,0,0,0
1011,5,1965,1965,0,3,0,0,0,0,0,3,1664,0,1664,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,6,1923,1996,0,3,3,1,1,0,602,3,900,602,1502,1,4,7,2,3,1,1,1,180,96,0,0,0,0,0,0,1
1013,5,1910,2006,0,3,3,1,5,247,1022,3,1022,0,1022,1,3,4,0,0,1,1,1,280,0,30,0,0,0,0,0,0
1014,6,1948,1950,206,3,3,1,4,336,1082,3,1082,0,1082,1,3,5,1,4,1,1,1,240,0,130,0,0,0,0,0,0
1015,8,2001,2001,0,4,4,1,6,643,810,5,810,855,1665,2,4,6,0,0,5,3,2,528,0,45,0,0,1,1,0,1
1016,7,1996,1996,196,4,4,4,6,690,1504,5,1504,0,1504,2,4,6,1,3,5,3,2,478,115,66,0,0,1,1,0,1
1017,8,1984,1984,0,4,4,3,6,1036,1220,4,1360,0,1360,1,4,4,1,5,5,2,2,565,63,0,0,0,0,0,0,0
1018,7,1991,1992,76,4,4,1,1,0,384,4,802,670,1472,2,4,7,1,3,5,2,2,402,164,0,0,0,0,0,0,1
1019,7,2005,2005,145,4,4,4,6,16,1362,5,1506,0,1506,2,4,6,1,4,5,3,2,440,142,20,0,0,1,1,0,1
1020,4,2005,2005,0,3,4,1,6,1024,1132,5,1132,0,1132,1,4,5,0,0,5,3,2,451,252,64,0,0,1,1,0,1
1021,7,2006,2006,84,4,4,3,6,684,1199,5,1220,0,1220,2,4,6,0,0,5,2,2,632,105,54,0,0,1,1,1,1
1022,5,1930,1950,0,3,3,1,2,324,912,4,912,336,1248,1,3,6,0,0,1,1,1,160,0,0,0,0,0,0,0,0
1023,7,2005,2006,14,4,4,1,6,16,1346,5,1504,0,1504,2,4,7,1,4,5,3,2,437,156,20,0,0,1,1,0,1
1024,8,1976,1976,0,4,4,3,5,1165,1565,3,2898,0,2898,2,4,10,1,4,5,3,2,665,0,72,0,0,0,0,0,0
1025,5,1972,1972,0,3,3,1,2,138,882,3,882,0,882,1,3,5,0,0,1,1,2,461,96,0,0,0,1,1,0,0
1026,5,1960,1960,324,3,3,1,3,697,1268,3,1264,0,1264,1,3,6,2,4,5,1,2,461,0,0,0,0,0,0,0,0
1027,8,2007,2008,338,4,4,4,6,1513,1638,5,1646,0,1646,2,4,7,1,4,5,2,3,800,192,44,0,0,1,1,1,1
1028,5,1941,1950,0,3,3,1,3,368,768,3,968,408,1376,1,3,6,1,4,5,1,1,240,0,0,0,0,0,0,0,0
1029,6,1972,1972,281,3,3,1,4,317,672,4,672,546,1218,1,3,7,0,0,1,1,1,264,0,28,0,0,0,0,0,0
1030,5,1916,1995,0,3,3,2,1,0,686,4,948,980,1928,2,3,10,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1031,7,1920,1970,0,3,3,1,6,523,824,5,1687,998,3082,2,3,12,2,3,4,3,2,672,136,63,0,0,0,0,0,0
1032,8,1993,1993,0,4,4,1,6,1012,1338,5,1352,1168,2520,2,4,10,1,3,5,2,3,796,209,55,1,0,0,0,0,1
1033,7,2002,2002,295,4,4,1,6,986,1654,5,1654,0,1654,2,4,6,0,0,5,1,3,900,0,136,0,0,1,1,1,1
1034,5,1938,1950,0,3,2,1,1,0,920,5,954,0,954,1,2,5,1,4,4,1,1,240,0,0,0,0,0,0,0,1
1035,4,1957,1957,0,3,0,0,0,0,0,5,845,0,845,1,3,5,0,0,1,1,1,290,186,0,0,0,0,0,0,0
1036,9,2007,2008,70,4,5,4,6,1022,1620,5,1620,0,1620,2,5,6,1,5,5,3,3,912,228,0,0,0,1,1,1,1
1037,8,2001,2002,396,4,4,1,1,0,1055,5,1055,1208,2263,2,4,7,1,3,3,3,2,905,0,45,0,0,1,1,0,1
1038,4,1970,2008,0,3,3,1,1,0,546,3,798,546,1344,1,3,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0
1039,4,1970,1970,0,3,4,3,6,509,630,3,630,0,630,1,3,3,0,0,5,1,1,286,0,0,0,0,0,0,0,0
1040,5,1957,2000,67,3,3,1,3,168,1134,5,1803,0,1803,2,3,8,1,3,5,2,2,484,0,0,0,0,0,0,0,0
1041,6,1966,2000,252,3,3,1,6,400,800,4,800,832,1632,1,4,7,0,0,5,1,2,484,0,40,0,0,0,0,0,0
1042,6,2005,2005,135,4,4,3,5,900,1306,5,1306,0,1306,2,4,5,1,4,5,2,2,624,170,63,0,1,1,1,1,1
1043,7,1990,1990,99,3,4,1,6,1085,1475,5,1532,797,2329,2,4,10,1,5,5,1,2,514,192,121,0,0,0,0,0,1
1044,8,1981,1981,0,4,4,1,5,1104,2524,3,2524,0,2524,2,4,9,1,4,5,3,2,542,474,120,0,0,0,0,0,1
1045,3,1955,1955,0,3,0,0,0,0,0,5,1733,0,1733,2,3,8,1,4,5,1,2,452,0,0,0,0,0,0,0,0
1046,9,2005,2006,208,4,5,3,6,240,1992,5,1992,876,2868,3,5,11,1,4,3,3,3,716,214,108,0,0,0,0,1,1
1047,5,1994,1995,0,3,4,1,6,686,990,5,990,0,990,1,3,5,0,0,1,1,2,672,0,0,0,0,1,1,0,1
1048,5,1960,2006,75,3,0,0,0,0,0,3,1771,0,1771,1,3,9,1,3,5,1,2,336,0,0,0,0,0,0,0,0
1049,4,1946,2006,0,3,0,0,0,0,0,5,930,0,930,1,4,6,0,0,1,1,1,308,0,0,0,0,0,0,0,0
1050,7,2007,2007,0,4,4,3,1,0,1302,5,1302,0,1302,2,4,6,0,0,5,3,2,436,0,22,0,0,1,1,0,1
1051,7,2007,2007,0,4,4,3,1,0,1316,5,1316,0,1316,2,4,6,1,4,5,3,2,440,0,20,0,0,1,1,0,1
1052,6,1964,1978,272,3,3,1,3,442,816,3,1127,850,1977,1,3,9,1,3,5,2,2,540,0,52,0,0,1,1,0,0
1053,5,1957,2002,145,3,3,3,3,383,1216,5,1526,0,1526,1,3,7,1,4,4,1,1,364,116,78,0,0,0,0,1,0
1054,8,2002,2002,210,4,4,2,6,932,1065,5,1091,898,1989,2,4,7,1,4,5,3,2,586,199,60,0,0,1,1,0,1
1055,6,1976,1976,160,3,4,1,5,644,1193,3,1523,0,1523,2,3,7,1,3,5,3,2,478,0,0,0,0,0,0,0,0
1056,7,2005,2005,240,4,4,3,6,659,1364,5,1364,0,1364,2,4,6,1,4,5,2,2,484,192,36,0,1,1,1,1,1
1057,7,1994,1994,0,4,4,1,6,595,973,5,979,871,1850,2,4,7,1,4,3,3,2,467,168,98,1,0,0,0,0,1
1058,9,2008,2008,154,5,5,3,6,936,1104,5,1130,1054,2184,2,5,10,1,4,5,3,3,836,0,102,0,1,1,1,1,1
1059,6,1932,1950,480,3,3,2,3,297,854,3,1096,895,1991,1,3,7,1,4,1,1,2,432,0,0,0,0,0,0,0,0
1060,8,2001,2001,0,4,4,2,6,616,1338,5,1338,0,1338,2,4,6,0,0,5,3,2,582,0,0,0,0,0,0,0,1
1061,3,1935,1950,0,2,3,1,1,0,894,3,894,0,894,1,3,6,0,0,1,2,3,1248,0,20,0,0,0,0,0,0
1062,5,1900,1950,0,3,3,1,1,0,662,3,1422,915,2337,2,3,10,0,0,1,1,2,560,0,57,0,0,0,0,0,0
1063,6,1925,1980,0,3,3,1,4,397,1103,4,1103,0,1103,1,4,5,1,4,1,1,2,440,166,120,0,0,0,0,0,0
1064,5,1966,1966,200,3,3,2,4,740,1154,5,1154,0,1154,1,3,6,1,1,5,2,2,480,0,58,0,0,0,0,0,0
1065,7,1996,1997,0,4,5,4,6,1201,1306,5,1306,954,2260,2,4,7,0,0,5,2,2,533,296,44,0,0,0,0,0,1
1066,6,1993,1994,0,4,4,1,1,0,799,4,799,772,1571,2,3,7,1,3,5,2,2,380,0,40,0,0,1,1,0,1
1067,6,1964,1964,360,3,3,4,6,674,780,3,798,813,1611,1,3,7,0,0,5,2,2,442,328,128,0,0,0,0,0,0
1068,6,1973,1973,0,3,4,1,5,837,942,4,1291,1230,2521,2,3,10,1,4,5,3,2,576,728,20,0,0,0,0,0,0
1069,5,1949,2003,0,3,3,1,5,220,845,3,893,0,893,1,4,4,0,0,1,1,2,576,0,0,0,0,0,0,0,0
1070,5,1956,1956,120,3,3,1,4,586,1048,3,1048,0,1048,1,3,6,0,0,5,1,1,286,0,20,0,0,0,0,0,0
1071,6,1968,1968,0,3,3,1,3,298,727,5,829,727,1556,1,3,8,0,0,5,1,2,441,0,0,0,0,0,0,0,0
1072,5,1948,1950,0,3,2,2,1,0,810,2,1002,454,1456,1,3,7,1,3,1,1,1,280,0,0,0,0,0,0,0,0
1073,6,1977,1977,140,3,3,1,4,535,690,3,698,728,1426,1,3,6,0,0,5,3,2,440,252,0,0,0,0,0,0,0
1074,7,2006,2006,0,4,4,3,1,0,1240,5,1240,0,1240,2,4,5,0,0,5,2,3,826,140,93,0,0,1,1,0,1
1075,7,1940,1984,0,3,3,1,4,410,800,3,960,780,1740,1,3,6,2,4,5,1,1,240,0,0,0,0,0,0,0,0
1076,5,1936,1989,0,3,2,1,5,626,796,4,1096,370,1466,2,4,7,1,3,5,1,2,566,436,21,0,0,0,0,0,0
1077,5,1969,1969,0,3,3,2,4,75,1096,5,1096,0,1096,1,3,6,0,0,5,3,1,299,240,32,0,0,1,0,0,0
1078,6,2004,2004,169,4,4,2,6,662,848,5,848,0,848,1,4,3,1,4,5,2,2,420,140,0,0,0,1,1,0,1
1079,5,1994,1994,0,3,4,1,6,495,990,4,990,0,990,1,3,5,0,0,5,1,1,299,0,64,0,0,1,1,0,1
1080,6,1971,2004,144,4,3,1,5,656,1258,5,1258,0,1258,2,4,5,0,0,5,2,2,528,55,0,0,0,1,1,0,0
1081,5,1963,1963,0,3,3,1,5,824,1040,2,1040,0,1040,1,3,5,0,0,5,3,1,308,0,0,0,0,0,0,0,0
1082,7,2002,2002,100,4,4,1,1,0,1459,5,1459,0,1459,2,4,6,1,4,5,2,2,527,192,39,0,0,1,1,0,1
1083,6,1964,1964,425,3,3,1,4,553,1251,3,1251,0,1251,1,3,6,2,4,5,2,1,461,0,116,0,0,0,0,0,0
1084,6,1995,1996,0,3,4,1,5,592,691,4,691,807,1498,2,3,6,1,3,5,3,2,409,315,44,0,0,0,0,0,1
1085,6,1992,1992,0,3,4,3,6,747,936,5,996,0,996,1,4,5,0,0,5,1,2,564,120,0,0,0,0,0,0,1
1086,4,1973,1973,0,3,3,1,4,334,546,3,546,546,1092,1,3,6,0,0,5,2,1,286,120,96,0,0,0,0,0,0
1087,8,2005,2006,0,4,4,2,1,0,1082,5,1082,871,1953,2,4,9,1,4,5,2,3,1043,160,50,0,0,1,1,0,1
1088,7,2004,2004,50,4,4,1,1,0,970,5,970,739,1709,2,4,7,0,0,1,1,2,380,0,40,0,0,1,1,1,1
1089,8,2005,2005,0,4,4,1,6,1039,1247,5,1247,0,1247,1,4,4,1,4,5,3,2,550,0,84,0,0,0,0,0,1
1090,3,1950,1950,0,3,0,0,0,0,0,2,1040,0,1040,2,3,6,0,0,1,1,2,400,0,0,0,0,0,0,0,0
1091,7,1999,2000,212,4,4,1,4,510,600,5,624,628,1252,2,4,4,0,0,1,1,2,462,0,48,0,0,0,0,0,1
1092,6,1925,1950,0,3,3,1,3,423,1181,2,1390,304,1694,2,3,7,1,4,1,1,2,576,342,0,0,0,0,0,0,1
1093,5,1965,1998,166,3,3,2,6,661,864,4,1200,0,1200,1,4,6,0,0,1,1,2,884,0,64,0,0,0,0,0,0
1094,5,1956,2000,0,3,3,1,4,248,936,5,936,0,936,1,3,4,0,0,5,3,1,308,0,0,0,0,0,0,0,0
1095,6,2006,2006,0,4,4,1,6,24,1314,4,1314,0,1314,2,4,6,1,4,5,2,2,440,0,22,0,0,1,1,0,1
1096,6,1914,2006,0,3,3,1,1,0,684,3,773,582,1355,1,4,7,0,0,0,0,0,0,136,0,0,0,0,0,0,1
1097,8,1986,1986,0,4,4,1,1,0,1074,5,1088,0,1088,1,4,5,0,0,5,2,2,461,0,74,0,0,0,0,0,0
1098,4,1936,1950,0,3,3,1,4,672,672,3,757,567,1324,1,3,6,0,0,1,1,1,240,0,0,0,0,0,0,0,0
1099,7,1978,1978,206,3,4,1,5,704,1271,3,1601,0,1601,2,3,7,1,3,5,2,2,478,0,0,0,0,0,0,0,0
1100,2,1920,1950,0,3,3,1,3,290,290,3,438,0,438,1,2,3,0,0,1,1,1,246,0,0,0,0,0,0,0,0
1101,5,1971,1971,0,3,3,1,4,412,950,3,950,0,950,1,3,5,0,0,1,1,1,280,0,0,0,0,0,0,0,0
1102,5,1960,2002,45,3,3,1,3,588,1010,5,1134,0,1134,1,3,6,0,0,5,2,1,254,0,16,0,0,0,0,0,0
1103,6,1959,1959,0,3,3,2,5,655,655,5,1194,0,1194,1,3,6,1,2,3,3,2,539,0,0,0,0,0,0,0,0
1104,5,1970,1970,304,3,3,1,1,0,630,3,630,672,1302,2,3,6,0,0,1,1,2,440,0,0,0,0,0,0,0,0
1105,8,1994,1995,362,4,5,3,6,1032,1463,5,1500,1122,2622,2,4,9,2,3,5,2,2,712,186,32,1,0,0,0,0,1
1106,7,1990,1991,0,4,4,2,6,738,910,4,1442,0,1442,2,4,6,1,3,5,3,2,719,0,244,0,0,0,0,0,1
1107,7,2006,2006,0,4,5,1,1,0,868,5,887,1134,2021,2,4,9,1,4,3,2,2,422,0,100,0,0,1,1,0,1
1108,6,2000,2000,0,3,4,1,1,0,924,5,948,742,1690,2,3,7,1,3,5,2,2,463,100,48,0,0,1,1,0,1
1109,8,2004,2005,42,4,5,2,6,1039,1836,5,1836,0,1836,2,4,7,1,4,5,3,3,862,125,185,0,1,0,0,1,1
1110,6,1995,1996,0,3,4,1,6,219,773,4,773,885,1658,2,3,8,1,3,5,3,2,431,224,84,0,0,0,0,0,1
1111,7,1976,1976,660,3,3,1,5,403,803,3,1098,866,1964,2,3,8,1,4,5,2,2,483,0,69,0,0,0,0,0,0
1112,5,1957,1957,0,3,3,1,6,708,816,3,816,0,816,1,3,5,0,0,1,1,1,308,0,0,0,0,0,0,0,0
1113,5,1953,2006,0,3,3,1,4,643,1008,4,1008,0,1008,1,4,6,0,0,5,1,1,240,0,18,0,0,0,0,0,0
1114,5,1954,2000,0,3,3,1,3,415,833,5,833,0,833,1,4,4,0,0,1,1,1,326,0,0,0,0,0,0,0,0
1115,8,2007,2007,328,4,5,1,6,1004,1734,5,1734,0,1734,2,5,7,1,4,5,2,3,928,0,0,0,1,1,1,1,1
1116,8,2002,2002,0,4,4,1,6,353,408,5,779,640,1419,2,4,7,1,3,3,3,2,527,120,0,0,0,1,1,0,1
1117,5,1967,2003,0,3,3,1,4,702,894,5,894,0,894,1,4,5,0,0,5,2,2,450,0,0,0,0,1,1,0,0
1118,5,1958,1987,0,3,3,1,1,0,533,3,1021,580,1601,1,3,6,0,0,3,2,1,300,280,34,0,0,0,0,0,0
1119,5,1959,1959,0,3,3,1,2,369,1040,3,1040,0,1040,1,3,6,0,0,5,2,1,286,140,0,0,0,0,0,0,0
1120,6,1920,1950,0,3,3,1,1,0,1012,3,1012,0,1012,1,3,6,1,4,1,1,1,308,0,22,0,0,0,0,0,0
1121,7,2005,2006,196,4,4,3,6,24,1552,5,1552,0,1552,2,4,7,0,0,5,2,3,782,144,20,0,0,1,1,0,1
1122,4,1956,1956,0,3,3,1,1,0,672,5,960,0,960,1,3,5,0,0,4,1,1,288,64,0,0,0,0,0,0,0
1123,5,1947,2008,0,3,3,1,1,0,698,5,698,0,698,1,3,4,0,0,0,0,0,0,0,200,0,0,1,1,0,0
1124,7,1992,1992,170,3,4,1,1,0,384,4,812,670,1482,2,4,7,1,3,5,3,2,392,100,25,0,0,0,0,0,1
1125,4,1955,1955,0,3,3,1,1,0,1005,3,1005,0,1005,1,2,5,1,3,1,1,2,672,0,0,0,0,0,0,0,0
1126,7,2007,2007,130,4,4,1,1,0,1373,5,1555,0,1555,2,4,7,1,3,5,3,3,660,143,20,0,0,1,1,0,1
1127,7,2004,2004,0,4,4,3,6,1300,1530,5,1530,0,1530,2,4,7,1,4,5,3,3,630,144,36,0,0,1,1,0,1
1128,7,2004,2005,0,4,4,3,1,0,847,5,847,1112,1959,2,4,8,1,4,3,3,2,434,100,48,0,0,1,1,0,1
1129,5,1980,1980,180,3,4,4,6,936,936,3,936,0,936,1,3,4,0,0,1,1,2,672,49,0,0,0,0,0,0,0
1130,4,1928,1950,0,3,3,1,4,622,1122,3,1328,653,1981,2,4,7,2,3,1,1,2,576,431,44,0,0,0,0,0,0
1131,5,1991,1992,0,3,4,2,4,212,974,3,974,0,974,1,3,5,0,0,0,0,0,0,0,28,0,0,0,0,0,1
1132,6,1880,1950,0,3,3,2,1,0,1008,3,1178,1032,2210,2,2,8,0,0,1,1,1,205,0,48,0,0,0,0,0,0
1133,8,1995,1995,0,4,4,1,6,584,1128,5,1142,878,2020,2,4,8,1,3,5,2,2,466,0,155,0,0,1,1,0,1
1134,6,1997,1997,0,3,4,3,1,0,916,4,916,684,1600,2,3,7,1,3,5,3,2,460,100,38,0,0,1,1,0,1
1135,6,1926,1950,0,3,3,1,1,0,960,3,986,0,986,1,3,5,1,4,1,1,1,180,0,128,0,0,0,0,0,0
1136,6,1950,1950,0,3,3,1,4,280,1032,3,1032,220,1252,1,3,6,0,0,5,1,1,288,0,0,0,0,1,1,0,0
1137,5,1875,1996,0,3,3,1,1,0,780,4,780,240,1020,1,3,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1138,6,1977,1977,0,3,3,4,5,1567,1567,3,1567,0,1567,2,4,5,2,3,5,2,2,714,264,32,0,0,0,0,0,1
1139,5,1920,1950,0,3,3,1,4,645,915,3,1167,0,1167,1,3,6,1,4,1,1,2,495,0,0,0,0,0,0,0,0
1140,5,1951,1951,0,3,3,2,5,852,952,3,952,0,952,1,3,4,0,0,1,1,2,840,0,0,0,0,0,0,0,0
1141,5,1976,1976,44,3,3,1,5,381,780,5,1088,780,1868,2,4,9,1,3,5,1,2,484,448,96,0,0,0,0,0,0
1142,8,2006,2007,340,4,5,4,6,1150,1466,5,1466,1362,2828,3,4,11,1,3,3,2,3,1052,125,144,0,0,1,1,1,1
1143,5,1959,1959,0,3,3,1,6,288,1006,3,1006,0,1006,1,3,5,0,0,0,0,0,0,0,24,0,0,0,0,0,0
1144,4,1941,1950,0,3,4,1,4,348,672,2,672,252,924,1,2,5,0,0,1,1,1,280,0,0,0,0,0,0,0,0
1145,5,1928,1950,0,3,3,1,1,0,1042,5,1042,534,1576,1,3,8,1,4,1,1,1,225,0,0,0,0,0,0,0,0
1146,6,1985,1985,85,4,4,1,6,1258,1298,3,1298,0,1298,2,4,5,1,3,5,1,2,403,165,26,0,0,0,0,0,0
1147,7,1941,1950,0,3,3,1,3,275,704,5,860,704,1564,1,2,7,1,4,5,1,1,234,0,0,0,0,0,0,0,0
1148,7,1926,1950,0,3,3,1,1,0,572,3,572,539,1111,1,3,5,1,4,1,1,1,288,0,0,0,0,0,0,0,1
1149,7,1920,1988,0,3,3,1,5,624,650,5,832,650,1482,1,3,7,0,0,1,1,2,324,0,0,0,0,1,1,0,1
1150,6,1950,1950,0,3,3,1,1,0,932,5,932,0,932,1,4,4,1,4,5,1,1,306,0,0,0,0,0,0,0,0
1151,5,1959,1959,132,3,3,1,4,176,1466,3,1466,0,1466,1,2,6,2,4,5,3,2,528,0,140,0,0,0,0,0,0
1152,6,1956,2004,0,3,3,1,5,296,1073,5,1811,0,1811,1,5,6,1,4,5,3,2,470,0,0,0,0,0,0,0,1
1153,6,1930,2007,0,4,3,3,5,538,816,5,816,0,816,1,3,5,0,0,1,1,1,432,0,0,0,0,0,0,0,0
1154,7,1965,1988,288,3,3,4,5,454,864,3,902,918,1820,1,4,8,2,4,5,1,2,492,60,84,0,0,1,1,1,0
1155,5,1976,2004,0,4,4,4,5,1157,1437,3,1437,0,1437,2,4,6,1,2,5,2,2,528,0,21,0,0,0,0,0,0
1156,5,1965,1999,0,3,3,4,5,633,1219,4,1265,0,1265,2,4,6,1,4,5,2,2,502,0,92,0,0,0,0,0,1
1157,7,2007,2008,166,4,4,1,6,904,1314,5,1314,0,1314,2,4,6,1,4,5,2,2,626,172,62,0,1,1,1,1,1
1158,8,2007,2008,186,4,4,1,1,0,1580,5,1580,0,1580,2,4,7,0,0,5,2,3,830,0,24,0,0,1,1,1,1
1159,6,1974,1974,270,4,3,1,5,442,901,3,943,933,1876,2,4,8,1,3,5,2,2,540,0,69,0,0,0,0,0,0
1160,6,1978,1978,0,3,4,1,5,311,855,2,855,601,1456,2,3,7,1,3,5,1,2,440,26,0,0,0,0,0,0,0
1161,6,1954,2006,72,4,3,1,4,728,1296,5,1640,0,1640,1,4,7,1,4,1,1,2,924,108,0,0,0,0,0,0,0
1162,5,1968,1968,0,3,4,1,4,492,894,4,894,0,894,1,3,5,1,1,5,3,2,450,0,0,0,0,1,1,0,0
1163,4,1969,1969,0,3,4,3,6,1198,1198,3,1258,0,1258,0,3,6,0,0,2,1,2,400,120,0,0,0,0,0,0,0
1164,5,1978,1978,0,3,4,4,5,680,1360,5,1432,0,1432,1,4,5,1,3,5,1,2,588,168,180,0,0,0,0,0,1
1165,7,2009,2009,268,4,4,1,1,0,1502,5,1502,0,1502,2,4,7,0,0,5,2,2,644,0,114,0,1,1,1,1,1
1166,8,2008,2008,72,4,4,3,1,0,1694,5,1694,0,1694,2,4,7,0,0,5,2,3,776,160,33,0,0,1,1,1,1
1167,6,2000,2000,0,3,4,1,6,786,959,5,959,712,1671,2,3,7,1,3,5,3,2,472,0,38,0,0,1,1,0,1
1168,6,1935,1986,0,3,3,1,3,626,1127,5,1236,872,2108,2,4,7,2,3,4,1,2,540,0,0,0,0,0,0,0,0
1169,10,1995,1996,1378,4,5,4,6,1387,1930,5,1831,1796,3627,3,4,10,1,3,5,3,3,807,361,76,1,0,0,0,0,1
1170,6,1977,1977,0,3,3,3,5,522,1096,3,1118,0,1118,1,3,6,1,1,5,3,1,358,203,0,0,0,0,0,0,0
1171,6,1958,1958,0,3,3,1,5,662,1261,5,1261,0,1261,1,3,6,1,3,5,2,2,433,0,0,0,0,0,0,0,0
1172,7,2006,2007,0,4,4,1,1,0,625,5,625,625,1250,2,4,5,0,0,1,3,2,625,0,54,0,0,0,0,0,1
1173,5,1946,1994,0,3,3,1,3,152,1598,3,1636,971,3086,3,5,12,1,4,0,0,0,0,122,0,0,0,0,0,0,0
1174,6,1932,1950,0,3,4,1,3,503,952,3,1170,1175,2345,2,3,9,1,4,1,1,2,360,0,0,0,0,0,0,0,0
1175,8,1992,2000,337,4,4,1,6,700,1683,5,2129,743,2872,2,4,9,1,3,5,3,2,541,0,33,1,0,0,0,0,1
1176,5,1984,1985,0,3,3,1,5,658,876,3,923,0,923,1,3,5,0,0,5,1,1,264,362,0,0,0,0,0,0,0
1177,6,1926,2004,0,3,3,1,3,468,818,3,818,406,1224,1,3,5,0,0,1,1,1,210,0,0,0,0,0,0,0,0
1178,5,1921,1950,0,3,3,1,1,0,731,5,820,523,1343,1,3,7,1,4,1,1,1,186,192,0,0,0,0,0,0,0
1179,5,1954,1954,0,3,0,0,0,0,0,4,1124,0,1124,1,3,5,1,4,0,0,0,0,0,36,0,0,0,0,0,0
1180,7,1990,1991,0,3,4,1,2,1216,1216,5,1298,1216,2514,2,3,8,0,0,5,3,2,693,0,0,0,0,0,0,0,0
1181,8,2008,2008,186,5,5,4,6,1480,1600,5,1652,0,1652,2,4,5,1,4,5,3,2,482,162,53,0,0,0,0,1,1
1182,10,1996,1996,0,4,5,3,6,2096,2396,5,2411,2065,4476,3,5,10,2,3,5,3,3,813,171,78,1,0,0,0,0,1
1183,5,1920,1950,0,3,3,1,3,821,1120,5,1130,0,1130,1,3,5,1,4,1,1,2,720,229,0,0,0,0,0,0,0
1184,5,1963,1963,226,3,3,4,3,1159,1572,4,1572,0,1572,1,3,5,2,3,6,2,3,995,0,263,0,0,0,0,0,0
1185,5,1924,1950,0,3,3,1,4,392,784,4,949,272,1221,1,3,7,0,0,5,1,1,392,0,0,0,0,0,0,0,0
1186,3,1900,1970,0,3,2,2,4,440,978,3,1014,685,1699,2,3,7,0,0,2,1,2,420,0,74,0,0,0,0,0,0
1187,8,1994,1995,0,4,4,1,6,1456,1624,5,1624,0,1624,2,4,5,1,2,5,2,3,757,0,114,1,0,0,0,0,1
1188,7,2002,2002,95,4,4,1,1,0,831,5,831,829,1660,2,4,7,0,0,5,2,2,493,144,68,0,0,1,1,0,1
1189,7,1999,1999,0,3,3,1,1,0,994,4,1028,776,1804,2,4,7,1,3,5,3,2,442,140,60,0,0,1,1,0,1
1190,4,1961,1975,149,3,3,3,4,1159,1249,5,1622,0,1622,1,3,7,1,3,6,3,4,1356,439,0,0,0,0,0,1,0
1191,8,1999,2000,456,4,4,1,1,0,776,5,764,677,1441,2,4,5,0,0,1,1,2,492,206,0,0,0,0,0,0,1
1192,5,1925,1994,0,3,3,2,1,0,702,4,842,630,1472,1,4,6,0,0,1,1,1,250,0,0,0,0,1,1,0,1
1193,6,1999,1999,425,3,5,1,6,883,1224,5,1224,0,1224,2,3,5,0,0,5,3,2,402,0,304,0,0,1,1,0,1
1194,6,1969,1969,143,3,3,1,5,371,663,3,663,689,1352,1,3,7,0,0,5,3,1,299,379,36,0,0,0,0,1,0
1195,6,2005,2005,0,3,4,1,1,0,728,5,728,728,1456,2,4,8,0,0,5,3,2,400,100,24,0,0,1,1,0,1
1196,7,2006,2006,0,4,4,3,1,0,879,5,879,984,1863,2,4,9,1,4,3,3,3,660,100,17,0,0,1,1,0,1
1197,7,1916,1950,0,3,3,1,1,0,815,5,815,875,1690,1,3,7,1,4,1,1,1,225,0,0,0,0,0,0,0,0
1198,7,2001,2001,0,4,4,1,1,0,1212,5,1212,0,1212,2,4,6,0,0,5,2,2,573,356,0,0,0,1,1,0,1
1199,4,1963,1979,51,3,3,1,3,547,1051,4,1382,0,1382,1,3,6,1,1,5,1,2,459,0,82,0,0,0,0,0,0
1200,4,1970,1970,0,3,3,1,1,0,864,4,864,0,864,1,3,5,0,0,5,1,1,280,0,0,0,0,0,0,0,0
1201,7,1998,1998,0,3,4,3,1,0,866,5,866,913,1779,2,4,6,0,0,5,2,2,546,198,36,0,0,1,1,0,1
1202,5,1925,1997,0,3,3,1,1,0,884,5,884,464,1348,1,3,5,1,2,1,1,1,216,0,0,0,0,0,0,0,0
